ranges
1.000004410743713379e+00
1.000019669532775879e+00
1.000050187110900879e+00
1.000095963478088379e+00
1.000156998634338379e+00
1.000233292579650879e+00
1.000324845314025879e+00
1.000431537628173828e+00
1.000553607940673828e+00
1.000690817832946777e+00
1.000843286514282227e+00
1.001011013984680176e+00
1.001193881034851074e+00
1.001392006874084473e+00
1.001605272293090820e+00
1.001833796501159668e+00
1.002077460289001465e+00
1.002336263656616211e+00
1.002610206604003906e+00
1.002899408340454102e+00
1.003203630447387695e+00
1.003522992134094238e+00
1.003857493400573730e+00
1.004207015037536621e+00
1.004571557044982910e+00
1.004951238632202148e+00
1.005345940589904785e+00
1.005755662918090820e+00
1.006180405616760254e+00
1.006620049476623535e+00
1.007074713706970215e+00
1.007544279098510742e+00
1.008028864860534668e+00
1.008528232574462891e+00
1.009042501449584961e+00
1.009571671485900879e+00
1.010115623474121094e+00
1.010674357414245605e+00
1.011247873306274414e+00
1.011836171150207520e+00
1.012439250946044922e+00
1.013056993484497070e+00
1.013689398765563965e+00
1.014336466789245605e+00
1.014998197555541992e+00
1.015674471855163574e+00
1.016365289688110352e+00
1.017070651054382324e+00
1.017790555953979492e+00
1.018524885177612305e+00
1.019273638725280762e+00
1.020814418792724609e+00
1.021606326103210449e+00
1.022412657737731934e+00
1.023233175277709961e+00
1.024067878723144531e+00
1.024916768074035645e+00
1.025779962539672852e+00
1.026657223701477051e+00
1.027548551559448242e+00
1.028454065322875977e+00
1.029373526573181152e+00
1.030306935310363770e+00
1.031254291534423828e+00
1.032215595245361328e+00
1.033190846443176270e+00
1.034179806709289551e+00
1.036199212074279785e+00
1.037229537963867188e+00
1.038273453712463379e+00
1.039331078529357910e+00
1.040402293205261230e+00
1.041486978530883789e+00
1.042585253715515137e+00
1.043696999549865723e+00
1.044822096824645996e+00
1.045960664749145508e+00
1.047112464904785156e+00
1.049456000328063965e+00
1.050647616386413574e+00
1.051852345466613770e+00
1.053070187568664551e+00
1.054301142692565918e+00
1.055545091629028320e+00
1.056801915168762207e+00
1.058071732521057129e+00
1.059354543685913086e+00
1.061958432197570801e+00
1.063279509544372559e+00
1.064613223075866699e+00
1.065959692001342773e+00
1.067318677902221680e+00
1.068690299987792969e+00
1.070074319839477539e+00
1.072879791259765625e+00
1.074301123619079590e+00
1.075734734535217285e+00
1.077180504798889160e+00
1.078638553619384766e+00
1.080108761787414551e+00
1.083085536956787109e+00
1.084591865539550781e+00
1.086110234260559082e+00
1.087640643119812012e+00
1.089182734489440918e+00
1.092302322387695312e+00
1.093879699707031250e+00
1.095468759536743164e+00
1.097069501876831055e+00
1.098681688308715820e+00
1.101940631866455078e+00
1.103587150573730469e+00
1.105245113372802734e+00
1.106914401054382324e+00
1.110286593437194824e+00
1.111989378929138184e+00
1.113703370094299316e+00
1.115428447723388672e+00
1.118911385536193848e+00
1.120669245719909668e+00
1.122437834739685059e+00
1.124217271804809570e+00
1.127808332443237305e+00
1.129619836807250977e+00
1.131441950798034668e+00
1.133274555206298828e+00
1.136971235275268555e+00
1.138835191726684570e+00
1.140709400177001953e+00
1.144488811492919922e+00
1.146393656730651855e+00
1.148308753967285156e+00
1.152169108390808105e+00
1.154114246368408203e+00
1.156069397926330566e+00
1.160009145736694336e+00
1.161993741989135742e+00
1.163987994194030762e+00
1.168005585670471191e+00
1.170028805732727051e+00
1.172061443328857422e+00
1.176155209541320801e+00
1.178216218948364258e+00
1.182366013526916504e+00
1.184454917907714844e+00
1.188660025596618652e+00
1.190776228904724121e+00
1.192901492118835449e+00
1.197178840637207031e+00
1.199330925941467285e+00
1.203661561012268066e+00
1.205840110778808594e+00
1.210223078727722168e+00
1.212427496910095215e+00
1.216862082481384277e+00
1.219092011451721191e+00
1.223577260971069336e+00
1.225832343101501465e+00
1.230367302894592285e+00
1.232647180557250977e+00
1.237231254577636719e+00
1.239535450935363770e+00
1.244167685508728027e+00
1.246495723724365234e+00
1.251175284385681152e+00
1.253526806831359863e+00
1.258253097534179688e+00
1.263010025024414062e+00
1.265399813652038574e+00
1.270202040672302246e+00
1.272614359855651855e+00
1.277461171150207520e+00
1.282337188720703125e+00
1.284786105155944824e+00
1.289705514907836914e+00
1.294653296470642090e+00
1.297137737274169922e+00
1.302127599716186523e+00
1.307145118713378906e+00
1.312189936637878418e+00
1.314722537994384766e+00
1.319807767868041992e+00
1.324919581413269043e+00
1.330057621002197266e+00
1.332636356353759766e+00
1.337813138961791992e+00
1.343015551567077637e+00
1.348243117332458496e+00
1.353495478630065918e+00
1.358772516250610352e+00
1.361420154571533203e+00
1.366733670234680176e+00
1.372071027755737305e+00
1.377432107925415039e+00
1.382816433906555176e+00
1.388223767280578613e+00
1.393653988838195801e+00
1.399106740951538086e+00
1.404581785202026367e+00
1.410078883171081543e+00
1.415600299835205078e+00
1.421206474304199219e+00
1.426924109458923340e+00
1.432756185531616211e+00
1.438705444335937500e+00
1.444775462150573730e+00
1.450969219207763672e+00
1.454113721847534180e+00
1.460499525070190430e+00
1.467018127441406250e+00
1.473672509193420410e+00
1.480466842651367188e+00
1.487405061721801758e+00
1.494491338729858398e+00
1.498091101646423340e+00
1.505407094955444336e+00
1.512881755828857422e+00
1.520519852638244629e+00
1.528325796127319336e+00
1.532293677330017090e+00
1.540361046791076660e+00
1.548609495162963867e+00
1.557044029235839844e+00
1.561332821846008301e+00
1.570057511329650879e+00
1.578982830047607422e+00
1.583522915840148926e+00
1.592761039733886719e+00
1.602216243743896484e+00
1.607026934623718262e+00
1.616819739341735840e+00
1.626847267150878906e+00
1.631950974464416504e+00
1.642344236373901367e+00
1.647635579109191895e+00
1.658412575721740723e+00
1.669455885887145996e+00
1.675080418586730957e+00
1.686540484428405762e+00
1.692378640174865723e+00
1.704276680946350098e+00
1.710339426994323730e+00
1.719332337379455566e+00
1.716163635253906250e+00
1.709860920906066895e+00
1.706727147102355957e+00
1.700495123863220215e+00
1.697396874427795410e+00
1.691236495971679688e+00
1.688174486160278320e+00
1.682087063789367676e+00
1.679061651229858398e+00
1.673048377037048340e+00
1.670060396194458008e+00
1.667085051536560059e+00
1.661172389984130859e+00
1.658235192298889160e+00
1.652399420738220215e+00
1.649500966072082520e+00
1.646615624427795410e+00
1.640884399414062500e+00
1.638038635253906250e+00
1.632387161254882812e+00
1.629581570625305176e+00
1.626789569854736328e+00
1.621246576309204102e+00
1.618495583534240723e+00
1.615758419036865234e+00
1.610325932502746582e+00
1.607630729675292969e+00
1.604949593544006348e+00
1.599630117416381836e+00
1.596991777420043945e+00
1.594367742538452148e+00
1.589163184165954590e+00
1.586582899093627930e+00
1.584017157554626465e+00
1.581466317176818848e+00
1.576408982276916504e+00
1.573902726173400879e+00
1.571411490440368652e+00
1.566474437713623047e+00
1.564028739929199219e+00
1.561598300933837891e+00
1.559183359146118164e+00
1.554399847984313965e+00
1.552031517028808594e+00
1.549678802490234375e+00
1.547341823577880859e+00
1.545020818710327148e+00
1.540426254272460938e+00
1.538153052330017090e+00
1.535895943641662598e+00
1.533655047416687012e+00
1.529222011566162109e+00
1.527029991149902344e+00
1.524854540824890137e+00
1.522695541381835938e+00
